SonicWALL SKU,Networking/ISG SKUs (TZ500 and above),Partner Software (Nexus/Tracker SKUs) TZ400 and below,Partner Software (Harmony SKUs) TZ400 and below,SonicWALL Product Description ,MSRP (USD),SecureFirst Discount Eligibility,Minimum Advertised Price (MAP),Hardware/Software,Special Requirements,Notes
01-SSC-7329,A7487267,N/A,N/A,SONICWALL CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA E7500 SERIES (1 YR),8574,Deal Registration Eligible Any Value,8574,S,SNWL Authorization Required to Purchase,Provides URL filtering allowing organizations to manage productivity and security For online activities using 56 unique categories.  
01-SSC-7330,A7483673,N/A,N/A,SONICWALL CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA E6500 SERIES (1 YR),4713,Deal Registration Eligible Any Value,4713,S,SNWL Authorization Required to Purchase,Provides URL filtering allowing organizations to manage productivity and security For online activities using 56 unique categories.  
01-SSC-7331,A7004310,N/A,N/A,SONICWALL CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA E5500 SERIES (1 YR),3114,Deal Registration Eligible Any Value,3114,S,SNWL Authorization Required to Purchase,Provides URL filtering allowing organizations to manage productivity and security For online activities using 56 unique categories.  
01-SSC-7332,A7483792,N/A,N/A,SONICWALL CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 4500 (1 YR),1768,Y,1768,S,0,Provides URL filtering allowing organizations to manage productivity and security For online activities using 56 unique categories.  
01-SSC-7333,A7483809,N/A,N/A,SONICWALL CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 3500 (1 YR),1495,Y,1495,S,0,Provides URL filtering allowing organizations to manage productivity and security For online activities using 56 unique categories.  
01-SSC-7334,A7489522,N/A,N/A,SONICWALL PREMIUM CONTENT FILTERING SERVICE FOR NSA 2400 SERIES (1 YR),1222,Y,1222,S,0,Provides URL filtering allowing organizations to manage productivity and security For online activities using 56 unique categories.  
01-SSC-7335,A7487247,N/A,N/A,SONICWALL CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 240 SERIES (1 YR),390,Y,390,S,0,Provides URL filtering allowing organizations to manage productivity and security For online activities using 56 unique categories.  
01-SSC-7337,A7483674,N/A,N/A,SONICWALL CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA E6500 SERIES (2 YR),8145,Deal Registration Eligible Any Value,8145,S,SNWL Authorization Required to Purchase,Provides URL filtering allowing organizations to manage productivity and security For online activities using 56 unique categories.  
01-SSC-7350,A7487258,N/A,N/A,SONICWALL CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR NSA 5000 (1 YR),2451,Y,2451,S,0,Provides URL filtering allowing organizations to manage productivity and security For online activities. 
01-SSC-7371,N/A,0,0,SONICWALL CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR TZ 210 (1 YR),275,Y,275,S,0,Provides URL filtering allowing organizations to manage productivity and security For online activites.
01-SSC-7389,N/A,0,0,SONICWALL TOTALSECURE EMAIL 25 (SOFTWARE - 1 SERVER LICENSE),1095,Y,1095,S,0,"Total Secure Email Software bundle includes a SonicWALL Email Security Software for Windows and the Total Secure subscriptions For the respective User counts For 1 yr. The Total Secure Subscription includes SonicWALL Email Protection subscription with 24x7 Support, Email Compliance subscription, and McAfee Anti-Virus subscription."
01-SSC-7390,N/A,0,0,SONICWALL TOTALSECURE EMAIL 50 (SOFTWARE - 1 SERVER LICENSE),1304,Y,1304,S,0,"Total Secure Email Software bundle includes a SonicWALL Email Security Software for Windows and the Total Secure subscriptions For the respective User counts For 1 yr. The Total Secure Subscription includes SonicWALL Email Protection subscription with 24x7 Support, Email Compliance subscription, and McAfee Anti-Virus subscription."
01-SSC-7391,N/A,0,0,SONICWALL TOTALSECURE EMAIL 250 (SOFTWARE - 1 SERVER LICENSE),2349,Y,2349,S,0,"Total Secure Email Software bundle includes a SonicWALL Email Security Software for Windows and the Total Secure subscriptions For the respective User counts For 1 yr. The Total Secure Subscription includes SonicWALL Email Protection subscription with 24x7 Support, Email Compliance subscription, and McAfee Anti-Virus subscription."
01-SSC-7392,N/A,0,0,SONICWALL TOTALSECURE EMAIL 750 (SOFTWARE - 1 SERVER LICENSE),5484,Y,5484,S,0,"Total Secure Email Software bundle includes a SonicWALL Email Security Software for Windows and the Total Secure subscriptions For the respective User counts For 1 yr. The Total Secure Subscription includes SonicWALL Email Protection subscription with 24x7 Support, Email Compliance subscription, and McAfee Anti-Virus subscription."
01-SSC-7396,N/A,0,0,SONICWALL TOTALSECURE EMAIL 100 (SOFTWARE - 1 SERVER LICENSE),1623,Y,1623,S,0,"Total Secure Email Software bundle includes a SonicWALL Email Security Software for Windows and the Total Secure subscriptions For the respective User counts For 1 yr. The Total Secure Subscription includes SonicWALL Email Protection subscription with 24x7 Support, Email Compliance subscription, and McAfee Anti-Virus subscription."
01-SSC-7397,N/A,A9615718,0,SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 500 (1 YR),3592,Y,3592,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7398,N/A,A9615681,0,"SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 1,000 (1 YR)",6710,Y,6710,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7399,N/A,A9615723,0,SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 25 (1 YR),880,Y,880,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7400,N/A,A9615720,0,SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 50 (1 YR),1100,Y,1100,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7401,N/A,A9615722,0,SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 250 (1 YR),2200,Y,2200,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7402,N/A,A9615716,0,SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 750 (1 YR),5495,Y,5495,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7403,N/A,A9615724,0,"SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 2,000 (1 YR)",8938,Y,8938,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7404,N/A,0,0,"SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 5,000 (1 YR)",11138,Y,11138,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7405,N/A,A9615727,0,"SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 10,000 (1 YR)",15329,Y,15329,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7406,N/A,A9615726,0,SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 100 (1 YR),1430,Y,1430,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7407,N/A,0,0,SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 500 (2 YRS),6111,Y,6111,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7408,N/A,0,0,"SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 1,000 (2 YRS)",11413,Y,11413,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7409,N/A,0,0,SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 25 (2 YR),1496,Y,1496,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7410,N/A,0,0,SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 50 (2 YR),1870,Y,1870,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7411,N/A,0,0,SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 250 (2 YR),3740,Y,3740,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7412,N/A,0,0,SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 750 (2 YR),9341,Y,9341,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7413,N/A,0,0,"SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 2,000 (2 YRS)",15197,Y,15197,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7414,N/A,0,0,"SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 5,000 (2 YRS)",18937,Y,18937,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7415,N/A,0,0,"SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 10,000 (2 YRS)",26054,Y,26054,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7416,N/A,0,0,SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 100 (2 YR),2431,Y,2431,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7417,N/A,A9615717,0,SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 500 (3 YRS),8624,Y,8624,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7418,N/A,0,0,"SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 1,000 (3 YRS)",16110,Y,16110,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7419,N/A,0,0,SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 25 (3 YR),2112,Y,2112,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7420,N/A,A9615719,0,SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 50 (3 YR),2640,Y,2640,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7421,N/A,A9615721,0,SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 250 (3 YR),5280,Y,5280,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7422,N/A,0,0,SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 750 (3 YR),13189,Y,13189,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7423,N/A,0,0,"SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 2,000 (3 YRS)",21456,Y,21456,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
01-SSC-7424,N/A,0,0,"SONICWALL TOTALSECURE EMAIL SUBSCRIPTION 5,000 (3 YRS)",26730,Y,26730,S,0,"A Total Secure Email subscription can be purchased for any SonicWALL Email Security hardware or software. It includes  SonicWALL Email Protection subscription with 24x7 Support, The Email Compliance subscription, and The McAfee Anti-Virus subscription.  Subscription is valid for 1 instance in all-in-one or in split-mode configuration. This SKU can also be used to renew  the subscriptions for Email Security Total Secure bundles."
